poi_id,name,lon,lat,zone_id,facility_type,capacity_level
LC141,Hankyu Hanshin Express Tokyo,139.8200,35.6900,MFS04,MEDIUM_WAREHOUSE,low
LC142,Sankyu Tokyo Distribution,139.8400,35.7000,MFS04,MEDIUM_WAREHOUSE,low
LC143,Kamigumi Tokyo Logistics,139.8100,35.6600,MFS04,MEDIUM_WAREHOUSE,low
LC144,Tokyo Logistics Katsushika Hub,139.8500,35.7500,MFS07,MEDIUM_WAREHOUSE,medium
LC145,Saitama Logistics Park North,139.5900,35.9100,MFS30,LARGE_DISTRIBUTION,medium
LC146,Saitama Logistics Park South,139.6100,35.8500,MFS27,LARGE_DISTRIBUTION,medium
LC147,Chiba Logistics Corridor East,140.0000,35.7000,MFS43,MEDIUM_WAREHOUSE,medium
LC148,Chiba Logistics Corridor West,139.9600,35.6900,MFS39,MEDIUM_WAREHOUSE,medium
LC149,Tobu Railway Logistics Soka,139.8200,35.8300,MFS27,MEDIUM_WAREHOUSE,medium
LC150,Seibu Railway Logistics Hub,139.4100,35.6400,MFS09,MEDIUM_WAREHOUSE,low
LC151,JR Freight Tokyo Terminal,139.8000,35.7200,MFS07,LOGISTICS_HUB,high
LC152,Odakyu Logistics Tama,139.4500,35.6600,MFS09,MEDIUM_WAREHOUSE,low
LC153,Keio Logistics West Tokyo,139.4800,35.6700,MFS09,MEDIUM_WAREHOUSE,low
LC154,Metro Railway Logistics,139.7800,35.6900,MFS01,MEDIUM_WAREHOUSE,medium
LC155,Sotetsu Logistics Yokohama,139.5800,35.4700,MFS11,MEDIUM_WAREHOUSE,medium
LC156,Keikyu Logistics Kawasaki,139.6800,35.5100,MFS16,MEDIUM_WAREHOUSE,medium
LC157,Tokyo Metro Logistics Depot,139.7900,35.7000,MFS01,MEDIUM_WAREHOUSE,low
LC158,Toei Logistics Facility,139.7700,35.6800,MFS01,MEDIUM_WAREHOUSE,low
LC159,Narita Global Logistics Center,140.3900,35.7650,MFS54,LOGISTICS_HUB,high
LC160,Narita Air Cargo Hub,140.3850,35.7700,MFS54,LOGISTICS_HUB,high
LC161,Chiba Port Distribution Terminal,140.1000,35.6300,MFS43,LOGISTICS_HUB,medium
LC162,Kashiwa Distribution Center North,139.9900,35.8700,MFS43,MEDIUM_WAREHOUSE,medium
LC163,Kashiwa Distribution Center South,139.9850,35.8400,MFS43,MEDIUM_WAREHOUSE,medium
LC164,Matsudo Logistics Park,139.9200,35.7900,MFS43,MEDIUM_WAREHOUSE,medium
LC165,Abiko Distribution Facility,140.0200,35.8600,MFS43,MEDIUM_WAREHOUSE,low
LC166,Nagareyama Logistics Zone,139.9000,35.8300,MFS28,MEDIUM_WAREHOUSE,medium
LC167,Kamagaya Distribution Center,140.0000,35.7700,MFS43,MEDIUM_WAREHOUSE,low
LC168,Ichikawa North Logistics,139.9300,35.7400,MFS39,MEDIUM_WAREHOUSE,medium
LC169,Ichikawa South Distribution,139.9100,35.6900,MFS39,MEDIUM_WAREHOUSE,medium
LC170,Urayasu Distribution Hub,139.9000,35.6500,MFS04,MEDIUM_WAREHOUSE,medium
LC171,Gyoda Logistics Park,139.4500,36.1400,MFS59,LARGE_DISTRIBUTION,medium
LC172,Kumagaya Distribution Hub,139.3900,36.1500,MFS59,LARGE_DISTRIBUTION,medium
LC173,Hanno Logistics Facility,139.3200,35.8600,MFS29,MEDIUM_WAREHOUSE,low
LC174,Iruma Distribution Center,139.3900,35.8400,MFS09,MEDIUM_WAREHOUSE,low
LC175,Tokorozawa Logistics Park,139.4700,35.8000,MFS09,MEDIUM_WAREHOUSE,medium
LC176,Niiza Distribution Facility,139.5600,35.7900,MFS27,MEDIUM_WAREHOUSE,low
LC177,Wakō Logistics Hub,139.6000,35.7800,MFS27,MEDIUM_WAREHOUSE,medium
