poi_id,name,lon,lat,zone_id,facility_type,capacity_level
LC025,Yokohama Isogo Logistics,139.6200,35.4000,MFS12,MEDIUM_WAREHOUSE,medium
LC026,Yokohama Totsuka Center,139.5400,35.4000,MFS13,MEDIUM_WAREHOUSE,low
LC027,Yokohama Kohoku Hub,139.5900,35.5400,MFS14,LARGE_DISTRIBUTION,medium
LC028,Yokohama Midori Depot,139.5600,35.5200,MFS14,MEDIUM_WAREHOUSE,low
LC029,Yokohama Kanazawa Port,139.6200,35.3700,MFS12,LOGISTICS_HUB,high
LC030,Yokohama Seya Warehouse,139.5000,35.4600,MFS15,MEDIUM_WAREHOUSE,low
LC031,Kawasaki Port Distribution,139.7200,35.5200,MFS16,LOGISTICS_HUB,high
LC032,Kawasaki Miyamae Logistics,139.5900,35.5800,MFS17,MEDIUM_WAREHOUSE,medium
LC033,Kawasaki Tama Warehouse,139.6100,35.6000,MFS17,MEDIUM_WAREHOUSE,low
LC034,Sagamihara Distribution Hub,139.3800,35.5700,MFS18,LARGE_DISTRIBUTION,medium
LC035,Sagamihara Minami Depot,139.3600,35.5500,MFS18,MEDIUM_WAREHOUSE,low
LC036,Kamakura-Zushi Warehouse,139.5600,35.3200,MFS19,MEDIUM_WAREHOUSE,low
LC037,Fujisawa Logistics Center,139.4800,35.3400,MFS20,LARGE_DISTRIBUTION,medium
LC038,Hiratsuka Distribution Hub,139.3400,35.3400,MFS21,LARGE_DISTRIBUTION,medium
LC039,Odawara Logistics Terminal,139.1500,35.2600,MFS22,LOGISTICS_HUB,medium
LC040,Hakone Area Depot,139.1000,35.2500,MFS23,MEDIUM_WAREHOUSE,low
LC041,Gotemba Distribution Center,138.9200,35.3100,MFS24,MEDIUM_WAREHOUSE,low
LC042,Atsugi Logistics Hub,139.3600,35.4400,MFS25,LARGE_DISTRIBUTION,medium
LC043,Ebina Distribution Center,139.3900,35.4500,MFS26,MEDIUM_WAREHOUSE,medium
LC044,Yamato Freight Terminal,139.4600,35.4800,MFS26,MEDIUM_WAREHOUSE,low
LC045,Saitama Shintoshin Hub,139.6300,35.8900,MFS27,LOGISTICS_HUB,high
LC046,Kawaguchi Distribution,139.7300,35.8300,MFS28,LARGE_DISTRIBUTION,medium
LC047,Toda Logistics Center,139.6800,35.8100,MFS28,MEDIUM_WAREHOUSE,medium
LC048,Tokorozawa Warehouse,139.5800,35.8000,MFS29,MEDIUM_WAREHOUSE,medium
LC049,Kawagoe Distribution Center,139.4900,35.9300,MFS29,LARGE_DISTRIBUTION,medium
LC050,Koshigaya Logistics Hub,139.8000,35.8900,MFS30,LARGE_DISTRIBUTION,medium
LC051,Kasukabe Distribution,139.7500,35.9800,MFS30,MEDIUM_WAREHOUSE,low
LC052,Tokorozawa West Depot,139.4700,35.8200,MFS31,MEDIUM_WAREHOUSE,low
LC053,Iruma Warehouse Complex,139.3400,35.8400,MFS31,MEDIUM_WAREHOUSE,low
LC054,Kumagaya Logistics Center,139.4000,35.9600,MFS32,LARGE_DISTRIBUTION,medium
LC055,Fukaya Distribution Hub,139.2800,36.1900,MFS32,MEDIUM_WAREHOUSE,low
LC056,Kazo Freight Terminal,139.6000,36.0300,MFS33,MEDIUM_WAREHOUSE,low
LC057,Kuki Logistics Depot,139.6700,36.0700,MFS33,MEDIUM_WAREHOUSE,low
LC058,Honjo Distribution Center,139.1900,36.2400,MFS34,MEDIUM_WAREHOUSE,low
LC059,Gyoda Warehouse,139.4500,36.1400,MFS34,MEDIUM_WAREHOUSE,low
LC060,Chichibu Regional Depot,139.0800,36.0000,MFS37,MEDIUM_WAREHOUSE,low
LC061,Chiba Port Logistics Hub,140.1000,35.6000,MFS38,LOGISTICS_HUB,high
LC062,Chiba Central Distribution,140.1300,35.6200,MFS38,LARGE_DISTRIBUTION,high
LC063,Ichikawa Logistics Park,139.9300,35.7200,MFS39,LARGE_DISTRIBUTION,medium
LC064,Matsudo Distribution Center,139.9000,35.7900,MFS40,MEDIUM_WAREHOUSE,medium
LC065,Kashiwa Freight Hub,139.9800,35.8600,MFS41,LARGE_DISTRIBUTION,medium
LC066,Nagareyama Logistics,139.9000,35.8600,MFS41,MEDIUM_WAREHOUSE,medium
LC067,Narashino Warehouse Zone,140.0200,35.6800,MFS42,MEDIUM_WAREHOUSE,medium
LC068,Kisarazu Distribution Hub,139.9300,35.3800,MFS44,LARGE_DISTRIBUTION,medium
LC069,Sodegaura Logistics Center,139.9500,35.4200,MFS44,MEDIUM_WAREHOUSE,medium
LC070,Tateyama South Depot,139.8700,34.9800,MFS45,MEDIUM_WAREHOUSE,low
LC071,Choshi Freight Terminal,140.8500,35.7400,MFS46,MEDIUM_WAREHOUSE,low
LC072,Narita Airport Cargo Hub,140.3800,35.7700,MFS47,LOGISTICS_HUB,high
LC073,Tsukuba Logistics Center,140.1100,36.0800,MFS48,LARGE_DISTRIBUTION,medium
LC074,Tsuchiura Distribution,140.2000,36.0800,MFS50,MEDIUM_WAREHOUSE,medium
LC075,Koga Warehouse Complex,139.8200,36.1800,MFS49,MEDIUM_WAREHOUSE,low
LC076,Mito Logistics Hub,140.4700,36.3800,MFS55,LARGE_DISTRIBUTION,medium
LC077,Hitachinaka Distribution,140.5300,36.4000,MFS55,MEDIUM_WAREHOUSE,medium
LC078,Maebashi Logistics Center,139.0600,36.3900,MFS57,LARGE_DISTRIBUTION,medium
LC079,Ota Gunma Freight Hub,139.3800,36.3100,MFS58,MEDIUM_WAREHOUSE,medium
LC080,Utsunomiya Distribution Hub,139.8800,36.5600,MFS59,LARGE_DISTRIBUTION,medium
LC081,Oyama Logistics Center,139.8000,36.3100,MFS60,MEDIUM_WAREHOUSE,medium
LC082,Sano Distribution Depot,139.5800,36.3100,MFS61,MEDIUM_WAREHOUSE,low
LC083,Sendai Regional Hub,140.7400,38.2700,MFS67,LOGISTICS_HUB,high
LC084,Kanazawa Regional Center,136.6300,36.7500,MFS68,LOGISTICS_HUB,medium
LC085,Nagano Distribution Hub,138.5000,36.0000,MFS69,LARGE_DISTRIBUTION,medium
LC086,Shizuoka Logistics Center,138.3800,34.9800,MFS70,LARGE_DISTRIBUTION,medium
LC087,Nagoya Regional Hub,136.5000,35.0000,MFS71,LOGISTICS_HUB,high
